# Spherical Bessel functions via up and down recursion
x   down   up   spher   log(x)   log(rel err)
0.1000000000000000 7.2715109967136718e-21 3.4267443425567052e+027.2715109967136748e-21-1.0000000000000000e+000.0000000000000000e+00
0.2000000000000000 7.4411725280514690e-18 -1.3715933644999528e-017.4411725280514690e-18-6.9897000433601875e-010.0000000000000000e+00
0.3000000000000000 4.2862929705601060e-16 3.9082557909065035e-044.2862929705601045e-16-5.2287874528033751e-01-9.5261088783570934e-13
0.4000000000000000 7.5999054878014463e-15 -3.6628963986646179e-047.5999054878014479e-15-3.9794000867203760e-010.0000000000000000e+00
0.5000000000000000 7.0641239636618778e-14 -2.1535726743238115e-057.0641239636618740e-14-3.0102999566398120e-010.0000000000000000e+00
0.6000000000000000 4.3634669469701382e-13 3.8154843415535919e-064.3634669469701367e-13-2.2184874961635639e-01-9.9333633435301561e-08
0.7000000000000000 2.0326908136586247e-12 -7.7011723499534470e-072.0326908136586235e-12-1.5490195998574319e-010.0000000000000000e+00
0.7999999999999999 7.7014628084179014e-12 -3.5466350728424890e-077.7014628084178982e-12-9.6910013008056448e-020.0000000000000000e+00
0.8999999999999999 2.4916751284486329e-11 -1.1985338389121238e-072.4916751284486313e-11-4.5757490560675171e-020.0000000000000000e+00
0.9999999999999999 7.1165526400472993e-11 -2.2789553016639354e-087.1165526400473045e-11-4.8216373327664360e-170.0000000000000000e+00
1.0999999999999999 1.8374267942633179e-10 5.8603022841257783e-091.8374267942633174e-104.1392685158224987e-02-2.7242484163120379e-02
1.2000000000000000 4.3643458262229504e-10 -4.8767261623385329e-094.3643458262229509e-107.9181246047624818e-020.0000000000000000e+00
1.3000000000000000 9.6643681646247807e-10 -1.5330267031253115e-099.6643681646247787e-101.1394335230683679e-010.0000000000000000e+00
1.4000000000000001 2.0158724116621977e-09 2.2603005461555134e-092.0158724116621965e-091.4612803567823807e-01-1.2429040695543745e+00
1.5000000000000002 3.9934406994836387e-09 3.4496752342996167e-093.9934406994836387e-091.7609125905568129e-01-1.1363431617361763e+00
1.6000000000000003 7.5630221314252946e-09 7.3366727492990659e-097.5630221314252913e-092.0411998265592488e-01-1.8183980615998954e+00
1.7000000000000004 1.3767474201406795e-08 1.3729204033099323e-081.3767474201406790e-082.3044892137827402e-01-2.8564198593895629e+00
1.8000000000000005 2.4197355439535490e-08 2.4199534702287638e-082.4197355439535480e-082.5527250510330618e-01-4.3465078599305604e+00
1.9000000000000006 4.1215880664438854e-08 4.1245061730409645e-084.1215880664438840e-082.7875360095282908e-01-3.4511471413523611e+00
2.0000000000000004 6.8253008649747405e-08 6.8341991024359196e-086.8253008649747378e-083.0102999566398131e-01-3.1861308101549106e+00
2.1000000000000005 1.1018315590037655e-07 1.1018685979193102e-071.1018315590037655e-073.2221929473391936e-01-4.7744942400169634e+00
2.2000000000000006 1.7380257612438235e-07 1.7380011585133040e-071.7380257612438224e-073.4242268082220634e-01-5.1500998214465108e+00
2.3000000000000007 2.6842389956767733e-07 2.6842797072354515e-072.6842389956767722e-073.6172783601759301e-01-5.1201367404005600e+00
2.4000000000000008 4.0660664225235007e-07 4.0660243158862234e-074.0660664225235002e-073.8021124171160614e-01-5.2858516567249243e+00
2.5000000000000009 6.0504362296385624e-07 6.0504559094073652e-076.0504362296385582e-073.9794000867203777e-01-5.7887973978353564e+00
2.6000000000000010 8.8562411509724601e-07 8.8562584119974188e-078.8562411509724612e-074.1497334797081814e-01-6.0112132720126130e+00
2.7000000000000011 1.2766951605297306e-06 1.2766983776066733e-061.2766951605297304e-064.3136376415898747e-01-5.8996563069510612e+00
2.8000000000000012 1.8145427336306523e-06 1.8145428319588737e-061.8145427336306500e-064.4715803134221938e-01-7.5671190245120403e+00
2.9000000000000012 2.5451143172012086e-06 2.5451137212732805e-062.5451143172012061e-064.6239799789895625e-01-6.9315434997581820e+00
3.0000000000000013 3.5260038931752742e-06 3.5260028977732551e-063.5260038931752708e-064.7712125471966266e-01-6.8503142044994361e+00
3.1000000000000014 4.8287193177151090e-06 4.8287195939981193e-064.8287193177150912e-064.9136169383427286e-01-7.5435077902572880e+00
3.2000000000000015 6.5412505060972413e-06 6.5412507704526793e-066.5412505060972286e-065.0514997831990616e-01-7.6945025371670246e+00
3.3000000000000016 8.7709547664655640e-06 8.7709548391121410e-068.7709547664655708e-065.1851393987788774e-01-8.3828617133419190e+00
3.4000000000000017 1.1647772968786258e-05 1.1647772661832674e-051.1647772968786267e-055.3147891704225536e-01-7.8802001774748653e+00
3.5000000000000018 1.5327786999397181e-05 1.5327787237228081e-051.5327786999397174e-055.4406804435027589e-01-8.1102411758787767e+00
3.6000000000000019 1.9997125123984584e-05 1.9997125134283474e-051.9997125123984573e-055.5630250076728749e-01-9.5892071129749024e+00
3.7000000000000020 2.5876217463288328e-05 2.5876217481565940e-052.5876217463288328e-055.6820172406699521e-01-9.4520113257117249e+00
3.8000000000000020 3.3224398786639872e-05 3.3224398840253459e-053.3224398786639852e-055.7978359661681034e-01-9.0932122594178644e+00
3.9000000000000021 4.2344850269021023e-05 4.2344850210004328e-054.2344850269021030e-055.9106460702649943e-01-9.1568557095337795e+00
4.0000000000000018 5.3589865768632869e-05 5.3589865804506368e-055.3589865768632829e-056.0205999132796262e-01-9.4753389297708228e+00
4.1000000000000014 6.7366421605616160e-05 6.7366421663439318e-056.7366421605616133e-056.1278385671973568e-01-9.3673716667580198e+00
4.2000000000000011 8.4142021810969041e-05 8.4142021809804337e-058.4142021810969069e-056.2324929039790056e-01-1.1159827303409863e+01
