#   N        SumUp       SumDown        Abs. Diff     
0.000000  1.000000e+00  1.000000e+00          -inf 
6.949390  1.540368e+01  1.659030e+01 -1.731787e+00 
6.954243  1.540368e+01  1.660222e+01 -1.727608e+00 
6.959042  1.540368e+01  1.661340e+01 -1.723729e+00 
6.963788  1.540368e+01  1.662264e+01 -1.720550e+00 
6.968483  1.540368e+01  1.663041e+01 -1.717893e+00 
6.973128  1.540368e+01  1.663845e+01 -1.715165e+00 
6.977724  1.540368e+01  1.664648e+01 -1.712458e+00 
6.982271  1.540368e+01  1.665533e+01 -1.709499e+00 
6.986772  1.540368e+01  1.666282e+01 -1.707008e+00 
6.991226  1.540368e+01  1.667033e+01 -1.704527e+00 
6.995635  1.540368e+01  1.667830e+01 -1.701913e+00 
